-5.000000, 25.000000
-4.900000, 24.010000
-4.800000, 23.040000
-4.700000, 22.090000
-4.600000, 21.160000
-4.500000, 20.250000
-4.400000, 19.360000
-4.300000, 18.490000
-4.200000, 17.640000
-4.100000, 16.810000
-4.000000, 16.000000
-3.900000, 15.210000
-3.800000, 14.440000
-3.700000, 13.690000
-3.600000, 12.960000
-3.500000, 12.250000
-3.400000, 11.560000
-3.300000, 10.890000
-3.200000, 10.240000
-3.100000, 9.610000
-3.000000, 9.000000
-2.900000, 8.410000
-2.800000, 7.840000
-2.700000, 7.290000
-2.600000, 6.760000
-2.500000, 6.250000
-2.400000, 5.760000
-2.300000, 5.290000
-2.200000, 4.840000
-2.100000, 4.410000
-2.000000, 4.000000
-1.900000, 3.610000
-1.800000, 3.240000
-1.700000, 2.890000
-1.600000, 2.560000
-1.500000, 2.250000
-1.400000, 1.960000
-1.300000, 1.690000
-1.200000, 1.440000
-1.100000, 1.210000
-1.000000, 1.000000
-0.900000, 0.810000
-0.800000, 0.640000
-0.700000, 0.490000
-0.600000, 0.360000
-0.500000, 0.250000
-0.400000, 0.160000
-0.300000, 0.090000
-0.200000, 0.040000
-0.100000, 0.010000
-0.000000, 0.000000
0.100000, 0.010000
0.200000, 0.040000
0.300000, 0.090000
0.400000, 0.160000
0.500000, 0.250000
0.600000, 0.360000
0.700000, 0.490000
0.800000, 0.640000
0.900000, 0.810000
1.000000, 1.000000
1.100000, 1.210000
1.200000, 1.440000
1.300000, 1.690000
1.400000, 1.960000
1.500000, 2.250000
1.600000, 2.560000
1.700000, 2.890000
1.800000, 3.240000
1.900000, 3.610000
2.000000, 4.000000
2.100000, 4.410000
2.200000, 4.840000
2.300000, 5.290000
2.400000, 5.760000
2.500000, 6.250000
2.600000, 6.760000
2.700000, 7.290000
2.800000, 7.840000
2.900000, 8.410000
3.000000, 9.000000
3.100000, 9.610000
3.200000, 10.240000
3.300000, 10.890000
3.400000, 11.560000
3.500000, 12.250000
3.600000, 12.960000
3.700000, 13.690000
3.800000, 14.440000
3.900000, 15.210000
4.000000, 16.000000
4.100000, 16.810000
4.200000, 17.640000
4.300000, 18.490000
4.400000, 19.360000
4.500000, 20.250000
4.600000, 21.160000
4.700000, 22.090000
4.800000, 23.040000
4.900000, 24.010000
5.000000, 25.000000
